historial_anon,tipo_manual
"Tweet 1:
Portada promedio de los {{PERSON}} 2:
Dicen que el camino al corazón es a través del estómago, pero eso solo aplica para los hombres porque las mujeres no tienen corazón

Tweet 3:
Un cocido me puedo hacer, lujitos del verano 🥰🥰🥰🥰🥰

Tweet 4:
Cómo t amo agua con hielo, especialmente cuando vuelvo de cagarme de calor en la calle

Tweet 5:
Las garrafas tienen algo con terminarse a la noche o los domingos, la puta madre",control
"Tweet 1:
Estoy a una semana de cumplir años y creo que mi etapa en x edtw concluyó , me siento plena y la verdad muchas veces ya no se que postear por qué era mi cuenta de desahogo y es que ya no tengo nada de que desahogarme +

Tweet 2:
Ay que rica la mota y el amor recíproco sin mentiras ❤️

Tweet 3:
A unos días de mis 29 y por fin se siente la estabilidad en mi vida , tengo un hogar , estudios , actividades , amigos , dinero y amor .
Lit siempre me quejo pero hoy agradezco , gracias a la vida que me a cambiado tanto mi manera de ver las cosas y mi forma de actuar 💖

Tweet 4:
Voy a amarte hasta el último suspiro 💖

Tweet 5:
Estoy enamorada de mi freidora de aire ❤️

Tweet 6:
Somos mi insomnio y yo contra el mundo 🌎

Tweet 7:
nan

Tweet 8:
Busco mutis activos ! 
Recupere mi cuenta y necesito nuevos amixes ! 🥹✨

Tweet 9:
Esta cuenta la tenía para desahogarme de cosas  culeras pero la neta me e sentido tan bien que no tengo nada que postear 🥹💕

Tweet 10:
Hola guapa como estás ?

Tweet 11:
Antes le ocultaba cosas a mis parejas por miedo al que pensaran de mi y ahora actualmente  estoy con alguien que me brinda toda la confianza de contarle cualquier cosa , hasta mis transtornos y lo más {{PERSON}} es que trata de ayudarme y lo hace ❤️‍🔥 será que ya encontré mi true love?

Tweet 12:
La barrita de granola en mi estómago esperando a que coma algo de verdad:

Tweet 13:
¿Acaso eres mi peso?... Porque no dejo de pensarte. 💋

Tweet 14:
Donde no te buscan no haces falta

Tweet 15:
nan

Tweet 16:
nan

Tweet 17:
nan

Tweet 18:
De verdad envidio tanto a las niñas que son bonitas, que tienen un buen cuerpo de verdad me pongo a pensar que yo al lado de ellas no soy nada, no soy bonita ni tengo un buen cuerpo ni bonito cabello ni bonitas cejas ni ojos, en realidad nada en mi es bonito

Tweet 19:
nan

Tweet 20:
nan",riesgo
"Tweet 1:
y a mi a me importa el twink este muestren en bolas a la lumine

Tweet 2:
mi waifu

Tweet 3:
un video ma mi gente ft cn esta vidame encanta

Tweet 4:
yestewaren

Tweet 5:
Todas gordas

Tweet 6:
....

Tweet 7:
nan

Tweet 8:
me siento super rancio compartiendo memes d genshin

Tweet 9:
me when me when wehn me me when me when when

Tweet 10:
Busco sorras qe qieran pegarme sida

Tweet 11:
ulllltraaaviooooleeennncee.e.e.

Tweet 12:
dni shipear a cyno cn algn mas q no sea tighnari

Tweet 13:
cita doble

Tweet 14:
nan

Tweet 15:
soñe con el {{PERSON}}Tweet 16:
nan

Tweet 17:
mmmm..

Tweet 18:
me cumie me embarazo esa mirada te {{PERSON}} rubiq

Tweet 19:
retirate del juego

Tweet 20:
i guess you're attractive......orsomethingkwjfkww",control
"Tweet 1:
mirando esto pensando cuando tenia el chromebook petado de fotos con la bruna despues de ir al gra 30 veces en un solo dia y atender a historia de españa mientras me jartaba de cualquier cosa...life was good no lo aprecié suficiente

Tweet 2:
m he comprado unos skinny jeans y otro perfume...life is worth living❤️

Tweet 3:
ojala solo dedicarme a hacer reviews de pelis en {{LOCATION}}

Tweet 4:
nan

Tweet 5:
TE ODIO RENFE DE MIERDA

Tweet 6:
5a vez que cago hoy (es la una del mediodia)

Tweet 7:
quien me mandó a tener ovario poliquistico y 30% d endometriosis asi no puedo vivir

Tweet 8:
berni exotic

Tweet 9:
ens bernejem?

Tweet 10:
ultimamente a la gente le jode cerme

Tweet 11:
regalan vuelos a nyc estos dias o como

Tweet 12:
quiero volver a {{PERSON}}💔💔

Tweet 13:
mom i swear its oregano (salsa de llave acida vibe)

Tweet 14:
mi jefa me acaba d dar dorayakis para cenar😭😭😭la amo tanto

Tweet 15:
pues nada a tatuarnos

Tweet 16:
hot girls read books❤️‍🩹

Tweet 17:
DEMA CANET ROCK‼️‼️‼️

Tweet 18:
ultimo episodio de sex and the city...me voy a m word

Tweet 19:
❤️

Tweet 20:
sinyiendome un poco carrie",control
"Tweet 1:
el puto timing en esta vida es a veces increible

Tweet 2:
algun dia te leeras media estadistica antes de hablar sin tener ni idea una vez mas

Tweet 3:
entre este momento y la “pelea” porque montoya decia que no habia caido en la tentacion tiene que estar hasta el totisimo d los dos

Tweet 4:
no hay na mas pesao que los fans d ot y d los cantantes que salen del programa, da igual cuando leas el tweet

Tweet 5:
humor masculino: abusos y violaciones 😂

Tweet 6:
vaya pais de descerebrados

Tweet 7:
que ironico que saquen a uno de los mas racistas y rancios del futbol español

Tweet 8:
que verguenza ir a los toros no?

Tweet 9:
habria que quemar todas las inmobiliarias

Tweet 10:
y tu sigues quedando con ese pederasta?

Tweet 11:
lo repugnante que es no solo que un hombre hable asi sino encima un politico

Tweet 12:
los hombres son tan fragiles que ven a una tia musculosa, fuerte y sin maquillar y ya la llaman hombre

Tweet 13:
se llama levantarse con ansiedad

Tweet 14:
los hombres proceden a indignarse porque nos molesta el tipo de contenido d la roro diciendonos que si luego vamos d feministas

los hombres la critican por llevar escote 

también los hombres proceden una vez mas a hacer una imagen falsa de la chica en ropa interior

Tweet 15:
vaya gilipollez has soltao tan pancha

Tweet 16:
vive en otro {{LOCATION}} y en otro pais

Tweet 17:
por que coño hay cola en la pagina de alsa

Tweet 18:
🥺🥺🥺

Tweet 19:
!!!!!!

Tweet 20:
se nota que es kid su favorito, poseen el mismo numero d neuronas",control
"Tweet 1:
{{PERSON}} a {{PERSON}} 🎄
       
{{HASHTAG}} {{HASHTAG}}

Tweet 2:
lo prometido es deuda...y e tardado más en lo que e conseguido el marco justo.
Lo siguiente es que me lo firmes aquí en {{LOCATION}}

Tweet 3:
Mañana tendré la Mía ....eso me a dicho el del kiosco. .
{{LOCATION}} 4:
Ya se que no es aún pero para que vayas preparando Tu cumple !!
Un besote de {{PERSON}} 😈

Tweet 5:
nan

Tweet 6:
vencerá a la cordura y la unanimidad de la humanidad ....con todo Mi dolor   😔- {{PERSON}}🖤

Tweet 7:
tanto {{LOCATION}} como el resto del país seguimos saliendo a la calle para hacerles saber que no tenemos ""miedo"" y que la barbarie jamás

Tweet 8:
que {{PERSON}} compartimos el dolor de l afectados  (directa o indirectamente ) por estos ""salvajes "" por no llamarles algo peor y que tanto

Tweet 9:
24 horas después del atentado de ayer contra {{PERSON}} de bien seamos de la religión , ideas políticas y color de piel da gusto ver

Tweet 10:
Disfruta del domingo  !!! 😙😈

Tweet 11:
nan

Tweet 12:
Egun on

Tweet 13:
nan

Tweet 14:
nan

Tweet 15:
Se que este tema es de los {{PERSON}} 16:
ZORIONAK Annie !!.
Saludos desde {{LOCATION}} 
🍰🍰🎂🎊🎉

Tweet 17:
sabes descargar este gif ??? 🙏 si puedes me lo envías por whatsap 
{{PERSON}} 
😉😊

Tweet 18:
nan

Tweet 19:
""Yui🐁"" Comiendo como si no hubiera un mañana ....
Salu2 desde {{LOCATION}} 
     
🙋

Tweet 20:
Hoy cumpliría 71 años el puto genio {{PERSON}} 
Pero nos dejo maravillas como esta  
😈😈 😈",riesgo
"Tweet 1:
Solo tenía que venir por 5 minutos a la uní, ahora qué hago? 😩

Tweet 2:
Puras vergüenzas paso yo

Tweet 3:
Perdónenme pero QUE NACAAAAA

Tweet 4:
Ya nuevo cel ♪( ´∀｀)人(´∀｀ )♪

Tweet 5:
ES HOYYY

Tweet 6:
Aprendí muchas cosas este año aunque no haya sido el mejor. Pienso que hasta el momento ha sido un año espantoso, nunca me hubiera imaginado que tantas cosas podían pasar en un mismo momento, pero si tengo que pasar por este tipo de cosas para crecer como persona, lo tomo.

Tweet 7:
Cómo darme ánimos:

Tweet 8:
De la nada mis tías empezaron a comentar en una publicación mía de hace 7 años 😭

Tweet 9:
Cada vez que yo te veo y que te pienso, siento que {{PERSON}}

Tweet 10:
{{PERSON}} MS es mi gusto culposo

Tweet 11:
NO OLVIDAR

Tweet 12:
Por rarezas de la vida a veces me acuerdo de él, lo stalkeo, me río y no lo vuelvo a recordar después de meses {{PERSON}} 13:
Ya si quieres también pídeme que le haga un baile y le cante la canción de las flores amarillas

Tweet 14:
El cabello corto me llamaaaa

Tweet 15:
Lo malo de haber tenido un ed es que ya no encuentro maneras sanas de bajar peso 🚷

Tweet 16:
La verdad soy una persona que ADORA el contacto físico pero soy muy picky con las personas

Tweet 17:
skin to skin

Tweet 18:
Quién lo diría. Me tienen temprano arreglándome para ir a misa con mi novio

Tweet 19:
La nta si me quedan bien preciosas

Tweet 20:
Con tal de que no me toque con ESA persona estaré plenamente feliz",control
"Tweet 1:
Por el desbloqueo en la renovación del {{PERSON}} del {{PERSON}} - ¡Firma la petición!  vía

Tweet 2:
Maldita: periodismo para que no te la cuelen {{HASHTAG}} Por:  :  {{HASHTAG}}

Tweet 3:
Algún día nos avergonzaremos de haber permitido esta calamidad. Echemos un cable a OpenArms

Tweet 4:
A airear los trapos sucios que nos asfixian como país. Yo quiero está bandera para mi balcón.

Tweet 5:
Quiten de la RAE la definición de sexo débil y sexo fuerte.  - ¡Firma la petición!  vía

Tweet 6:
Millikan, el físico que llegó a ver el electrón /

Tweet 7:
Please help support {{HASHTAG}}, add a {{HASHTAG}} now!

Tweet 8:
.  Necesitamos a {{LOCATION}} para saber qué ocurrió   - ¡Firma la petición!  vía

Tweet 9:
He firmado el manifiesto {{HASHTAG}}. ¡Acabemos con las tarifas abusivas y los cortes a familias sin recursos!

Tweet 10:
{{LOCATION}} el proyecto Querella 15M {{HASHTAG}} contra directivos de {{PERSON}}   {{HASHTAG}} {{HASHTAG}}:",control
"Tweet 1:
PUDE SAFAR, ES UNA DE MIS COMIDAS FAVS PERO M DA MIEDO

Tweet 2:
Mami como q me apure para cenar si yo ya cene?..

Tweet 3:
Ella tambn quería salir, {{LOCATION}} matutino:3

Tweet 4:
Voy a comer mis cals de mantenimiento pero tratare de ganar musculo y perder grasa

Tweet 5:
Hablando d esto, un día con puro ayuno en liquido de 3 días baje 3 kg ❤️‍🔥

Tweet 6:
Según esto soy ectomorfa

Tweet 7:
{{PERSON}} un montón y solo x {{NUMBER}} cals?? Cuando he hecho otras comidas menos volumen y x esas mismas cals..

Tweet 8:
Lyn me traumo con el ""tu traga""

Tweet 9:
Lo compro o no? Help 😵‍💫 hay más colores pero así es el modelo :p

Tweet 10:
????

Tweet 11:
Comeré fideos {{PERSON}} yo misma lo elegí me aterra pero {{PERSON}} ya q, igual seguiré en déficit, se dieron cuenta de q no estaba comiendo ""tanto"". :(

Tweet 12:
Btw conseguí un jamón de 10 cals y 3g de prote, mi mjr compra

Tweet 13:
Hoy día renuncie a la anorexia

Tweet 14:
Pensaba salir a caminar y tiraron bala

Tweet 15:
Bc??? :c

Tweet 16:
Una compañera noto q andaba bajoneada la semana pasada

Tweet 17:
La leche en polvo o condensada, perdón amo lo q tenga q ver con lácteos 🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️

Tweet 18:
Productos de panaderia/pastelería 😇😇

Tweet 19:
Entre más bajo más gorda me siento

Tweet 20:
Estos días me estoy sintiendo muy al límite.",riesgo
"Tweet 1:
Homoromantic grayace

Tweet 2:
Ano coach

Tweet 3:
Smash porque if you didn't have a crush on him you're lying

Tweet 4:
ES UN ANIMAL

Tweet 5:
Tengo que escribir una parte de mi ensayo final que creí que era para el lunes pero es para MAÑANA y no hice ni mierda {{PERSON}}

Tweet 6:
Es que la dieta la inventó la diosa {{PERSON}} 7:
No estudien filosofía si son {{PERSON}} aconsejo por experiencia propia

Tweet 8:
La universidad me da más depresión de la que ya tengo

Tweet 9:
Me siento muy mal pero LO SKINNY QUE ME ESTOY PONIENDO

Tweet 10:
Quién necesita instalarse aplicaciones del otro lado del mundo para ver gente flaca cuando Y0uTube te pone las cosas más triggereantes sin que se lo pidas

Tweet 11:
PRIMER DÍA YENDO A LA U Y PIERDO EL BUS

Tweet 12:
""La filosofía es como el culo, cada uno tiene el suyo propio""
- Mi docente de Historia de la {{PERSON}} 13:
Elijo creer

Tweet 14:
Me encontré esto SIN CALORÍAS diosa ano mode on

Tweet 15:
Enojado porque no voy a tener ""primer día"" porque mi carrera es virtual

Tweet 16:
Ya expiró mi adolescencia

Tweet 17:
MI MARIDO ES TAN GUAPORBTI2BDWKBSQUSNQ

Tweet 18:
Últimamente no puse nada relacionado a mi tca pero realmente ni siquiera me puedo pesar para ver qué onda

Tweet 19:
Vamos a hacer como que este fin de semana de carnaval no cuenta

Tweet 20:
Creo que todxs mis mutis tienen pareja menos yo pero yo tengo {{PERSON}} QUE SE ESTIRA",riesgo
"Tweet 1:
el chabon mide su peso en toneladas jahskajajs. se acabo muchachos, oficialmente es el tipo mas gracioso del pais por lejos

Tweet 2:
nan

Tweet 3:
JAJJAJSJ TAL CUAL SOLO TENIA HAMBRE

Tweet 4:
estos chabones tuvieron la mala leche de justo ser chetos y tener guita. si hubiesen sido unos negros cabeza nadie les daria pelota y no tendrian ni la mitad de la condena q tuvieron

Tweet 5:
no hay nada mas cringe en la vida que los fans del hard techno industrial. posta los tienen q matar a todos

Tweet 6:
la mejor saga OBJETIVAMENTE es la de cell. si decis la de freezer es porque sos un nenazo que todavia sigue reviviendo el recuerdo de cuando {{PERSON}} se transforma por primera vez en ssj

Tweet 7:
para mi el mayor sintoma de low iq es que odies a los therians y lo expreses publicamente. despues les explico

Tweet 8:
todo el mundo toma merca, y los que no toman merca, toman tusi con merca (que ni siquiera saben que tiene merca)

Tweet 9:
me baje del uber moto, empece a abrir la puerta y cuando estoy por cerrar la puerta de mi casa veo de reojo que el chabon se estaba dando un saque en la puerta de mi casa jajsjajqjssjw un poquito de respeto te pido hermano

Tweet 10:
que {{PERSON}} imaginate ser {{NUMBER}}% sincero con la persona q estas hablando y te interesa seguir conociendola para que te suba a twitter y se te cague de risa

Tweet 11:
pasa que los pibardos hoy en dia solo toman tusi y {{LOCATION}}. cuando arranquen a mudarse a la falopa ahi si repunta el escabio

Tweet 12:
si te quejas de esto es porque sos muy down y parte del problema historico del jueguito (las mariquitas lloronas)

Tweet 13:
mi amigo {{PERSON}} se levanta re tranqui x suerte

Tweet 14:
dios ni aunque me paguen veo esta mierda

Tweet 15:
cortisima

Tweet 16:
mamita que fachero estaba ese dia

Tweet 17:
mal ahi q bajon debe de ser perderse mi amistad por el simple hecho de ser un pelotudo xdd

Tweet 18:
ya van como 5 minas en ig q veo q se llaman “demon queen” “vampire girl” y derivados. todas son gordas

Tweet 19:
el lol es como la merca. la dejas {{PERSON}} te hace recontra mal pero despues de un tiempo volves porque ""la tenes controlada"" y termina estando re piola

Tweet 20:
unpopular opinion: tomarse un uber y autistear con los auriculares es de {{PERSON}}. no hay nada más divertido y de HOMBRE que ponerte a charlar con el uber",control
"Tweet 1:
Ya lloré lo suficiente con los juegos pero debe ser que con la serie quieren que nos deshidratemos 🥺🥲 {{HASHTAG}}

Tweet 2:
Tu que me has ido guiando todos estos años, permíteme ahora cogerte de la mano y vivir lo que tenga que venir juntos, nos une mucho más que la sangre, te quiero mucho más que a nada, esto es el principio de otra etapa y aún no tiene final, haces primavera mis inviernos. {{LOCATION}}, tq❣️

Tweet 3:
Y es que guapa se le queda cortísimo!! 😍😍😍

Tweet 4:
Necesito estar con mi familia, en mi ciudad y mi hogar al menos unos días🥺

Tweet 5:
Creo que va a ser más dura la despedida después de estos dias aquí que el día que me fui, ojalá pronto vuelva a casa de nuevo❤️

 queda pendiente verte por mi nuevo hogar🦋🖤

Tweet 6:
Lo mejor de la vida

Tweet 7:
Miedo me da el miércoles y el jueves santo... Este año compartiremos consuelo y caridad en cada hogar para poder repartirlo juntos el año que viene❤️

Tweet 8:
Sabia que iba a ser la semana más dura de todo esto, no me equivocaba. {{PERSON}} pensé que pudiese desear que pasara rápido. El año que viene ojalá acompañarte por primera vez, salud eterna💙

Tweet 9:
Confirmamos que he aprobado el primer examen del curso con un 10 teniendo ansiedad x {{NUMBER}} por el encierro? Confirmamos.mínimo
Mínimo necesito un cubata pa celebrar esta vaina💪🏼🤔

Tweet 10:
Solo me queda ese lugar donde tu me llevas, un millón de veces donde tu me llevas. Si tu me esperas sentada en el parque, el universo gira a nuestro alrededor, si tu pudieras romperme los planes, llenarme de ruido y revolverme el salón. 💖

Tweet 11:
En bucle por favor💕{{PERSON}} 12:
{{PERSON}} 13:
Se acabo perder el coche 24/7

Tweet 14:
Nosotras este finde en {{LOCATION}} 15:
Ya no tiendo bragas ni sujetadores
Me estoy muriendo en pena como {{PERSON}} tu cuerpo y me entran los calores
Si tú ya no me quieres yo no quiero amores 
Y yo sigo loco por tus huesos
Y tú loca porque me olvide de eso

Tweet 16:
Ya me jodería tronca jajaajajajaajajajajaja

Tweet 17:
En el trabajo también me pasa

Tweet 18:
Quitame todo pero no me lo quites a él

Tweet 19:
Explico mi nivel de inteligencia, hoy me han mandado a lavar un coche en el curro y me han recalcado (ahora sabréis porque) que no me olvidase la esponja en el {{LOCATION}}. {{LOCATION}} el coche y aparcado en el taller adivinais ya donde estaba la esponja no?

Tweet 20:
Mi vecino se pone la tele a toda polla para dormirse, esta roncando, la tele sigue puesta, va a seguir estandolo toooooda la noche. Puede ir el día a mejor ya? No?",control
"Tweet 1:
De beste Netflix-films die je nog niet kent:

Tweet 2:
De hilarische komedie {{PERSON}} met {{PERSON}} en {{PERSON}} staat snel op {{PERSON}} 3:
Keiharde actie in de prima thriller Land of Bad met {{PERSON}} en {{PERSON}}

Tweet 4:
Netflix gaat in juli verder met de {{LOCATION}} {{PERSON}} {{PERSON}}?

Tweet 5:
{{PERSON}} {{NUMBER}} {{LOCATION}}: De serie, {{PERSON}} en B&amp;B vol liefde

Tweet 6:
{{PERSON}}? Je ziet het in de comedy Am I OK?

Tweet 7:
Deze week nieuw op Netflix (20 t/m 26 mei {{NUMBER}})

Tweet 8:
{{PERSON}} gaat in een Netflix-westernserie spelen

Tweet 9:
Netflix maakt dramaserie over de {{PERSON}}

Tweet 10:
{{PERSON}} avonturenserie {{PERSON}} is onderweg naar Disney+

Tweet 11:
Spraakmakende moordzaken in true crime-serie {{PERSON}} op {{PERSON}} 12:
Deze week nieuw op Netflix, HBO MAX, Disney+, {{PERSON}} en SkyShowtime 5 t/m 11 februari {{NUMBER}}

Tweet 13:
Het derde seizoen {{PERSON}} geweldige {{LOCATION}} heeft een releasedatum

Tweet 14:
{{PERSON}}: De documentaire {{PERSON}} 15:
Dit zijn enkele van de slechtste films ooit en je kunt ze streamen

Tweet 16:
Beroemde loodgieters komen naar SkyShowtime",control
"Tweet 1:
El jura

Tweet 2:
Aprendí la lección, no volveré a leer comentarios de canciones de aurora mientras esté con la regla

Tweet 3:
Mi cara ha mutado de sonrisa al terror más profundo al darme cuenta que no es ninguna parodia, lo ha subido EN SERIO una inmobiliaria. No tengo palabras

Tweet 4:
nan

Tweet 5:
{{LOCATION}} desde la grada casi lloro por {{PERSON}} no mentiré

Tweet 6:
La mejor decisión del año ha sido venir a este evento simplemente soy un hombre hetero gritando como un mandril rodeada de alemanes sudados

Tweet 7:
nan

Tweet 8:
{{PERSON}} en el concierto de ayer 😩💕💕💕

Tweet 9:
nan

Tweet 10:
Un minuto de silencio para estos cascos que tantos buenos momentos me han dado, habéis servido honorablemente, es hora de descansar. DEP.

Tweet 11:
UFFFFFFFF QUE ME ENCANTAN LAS HABILIDADEEEEEEEES

Tweet 12:
Enserio gente no os fieis de nada de lo que diga el puto chatgpt jasjajsjaj

Tweet 13:
Ayer hice la primera sesión del tatu de {{LOCATION}}, sígueme en insta para ver lo que voy haciendo que me ayudáis mucho con las interacciones 🤍💉

Tweet 14:
Dios mio soy el artista y me cambio de ciudad

Tweet 15:
Chatgpt experiencia

Tweet 16:
Mi novio diciendo que se tatuaria a Zero y yo al día siguiente ya le estaba pegando el calco aquí no se libra nadieee

Tweet 17:
Cocinar para alguien la mayor muestra de amor y {{PERSON}}

Tweet 18:
nan

Tweet 19:
FERTILITY DISPLAY JAJAJAAJAJAJAJ 
Joder como putas cabras del monte

Tweet 20:
La marrash y ruth 🥰",control
"Tweet 1:
{{HASHTAG}}",control
"Tweet 1:
Nuestro cerebro es el mejor juguete que se ha creado. En él están todos los secretos, incluso el de la felicidad.  - {{PERSON}}

Tweet 2:
{{PERSON}} en serio con la peña,que se agan red social falso de la húngara bueno encima ahora dan un número falso de teléfono de la húngara

Tweet 3:
21 de Enero cumpleaños de mi húngara 
22 de Enero cumpleaños de mi primillo jose 
23 de Enero cumpleaños de lauri corzo la hungarilla...m

Tweet 4:
Tener mas de {{NUMBER}} fts,mas de {{NUMBER}} videos y todos los discos de la húngara y que me digan que eso no es ser fans que baje dios y lo vea andaaa

Tweet 5:
VAN POR ELLAS

Tweet 6:
Sostuviste el puente por los dos lados,a mí ya no me quedaban fuerzas.Y llegaste para quedarte cuando ya no me esperaba nada de nadie.😍

Tweet 7:
En mi pueblo no nieva,esta en {{LOCATION}} si pero aquí noooo....

Tweet 8:
{{PERSON}} {{NUMBER}} -  vía",control
"Tweet 1:
esta se la pasa twitteando sobre las de edtwt !! che no estarás un poco obsesionada te la tiro nomás

Tweet 2:
y ese culo esta entre nosotros

Tweet 3:
las están re agarrando a las de ""clepto""twt jajakks ta bien a mi caen para el culo

Tweet 4:
que se haciaaa si esta re feliz de estar flaca

Tweet 5:
che chicas si saben que un tca no es solo físico eh?

Tweet 6:
yo cuando me pinta la anorexia

Tweet 7:
pura proteína (el arroz pasado no puedo más)

Tweet 8:
a ver que dieta puedo empezar mañan

Tweet 9:
lo gorda asquerosa que estoy realmente no entiendo como pude llegar a dejarme tanto, doy asco

Tweet 10:
si para octubre no estoy flaca me corto

Tweet 11:
díganme lo q quieran pero q decepción q da ver como todos empezaron a robar, me parece horrendo, si ni siquiera lo hacen por necesidad {{PERSON}} y se roban cualquier cosa, q estupidez es la de {{LOCATION}} si la mayoría no son cleptomanos, hay cleptomanos e idiotas q esos son ustedes

Tweet 12:
CUANDO EL VOMITO TE SALTA EM LA CARA DIOS

Tweet 13:
jajsjakak que {{LOCATION}} tan tremendo

Tweet 14:
dios el novio de mi mamá le puso aceite a la ensalada y mi mamá le dice uuu me olvide de decirte que no le pongas por ella (yo) y dice ay pero no le puse nada y además COMO VAS A COMER ENSALADA SIN ACEITE, ?@?,#¿@????? encima ahora se preparo una ensalada de FRUTILLA Y PALTA ????

Tweet 15:
creo que no estoy lejos de lo horrenda asquerosa obesa de lo que fui en {{NUMBER}} y tengo mucho panico

Tweet 16:
coincido totalmente porque entras en un momento de locura y lo contas pero NO LO HAGAN SE VAN A ARREPENTIR y encima te tiran cualquier pelotudez que no {{LOCATION}}

Tweet 17:
me siento muy mal, esta semana que viene desde hoy tengo qie empezar a estudiar para orales, exposiciones, exámenes, y ni siquiera puedo con mi salud mental dios, de {{PERSON}} me levanto para ir a la escuela, me quiero morir

Tweet 18:
soy la única que siente que {{PERSON}} es más de gordo que {{PERSON}} 19:
que ganas de tener novio que sea más grande y me diga te amo por dios necesito un novio o terapia

Tweet 20:
chau anorexia mi mamá me cocino milanesas de berenjena y pure💃",riesgo
"Tweet 1:
esa mierda no paraba de sangrar, tuve q cortar ropa, lavarla y amarrarme

Tweet 2:
los hice de una

Tweet 3:
mañana hago los styros

Tweet 4:
help, me como una carne para hamburguesa de pollo, según yo tenia {{NUMBER}}, PERO RESULTÓ SER QUE TIENE {{NUMBER}}

Tweet 5:
q me corto?

Tweet 6:
mis compañeras del colegio no paran de decirme lo flaco q me ven

Tweet 7:
ya peso 48.3 💓💓💓💓💓💓💓CELEBROOOO

Tweet 8:
estoy re panzón

Tweet 9:
SE ME DECLARARON ¿@#?*""¿%¡"" SOY FELIZ!!! POR FIN TENGO UNA PAREJA NO PUEDE SER AAAAAAA LLORO LLORO
ÑWI1NWSOWO !""9{{HASHTAG}};{{NUMBER}}$
MENTIRA PEGA ESTO EN TU PERFIL O VIENES DE TIK TOK

Tweet 10:
comí un chingo, pero pude cagar uu

Tweet 11:
comí carne y soda ayudenmeeh

Tweet 12:
Debería ser ilegal hacer juntadas con comida

Tweet 13:
la urgencia masculina de comprar ropa tallas más chicas para cuando llegue a mi ugw

Tweet 14:
manifiesto

Tweet 15:
rompí mi ayuno con un helado de {{NUMBER}} cals u

Tweet 16:
gn, duerman bien

Tweet 17:
denme fuerzas

Tweet 18:
queee

Tweet 19:
hoy comí {{NUMBER}} cals （╹◡╹）y quiero ayunar mañana

Tweet 20:
le vi esta dieta a {{PERSON}} y creo que la haré desde mañana ^o^",riesgo
"Tweet 1:
Hasta la puta madre que me sigue llendo dlv 👹

Tweet 2:
La calentura está cabrona si me estás mandando mensaje un miércoles a las 8 de la mañana

Tweet 3:
Ahora resulta que también es trabajo de los mips ir y procesar las muestras que toman.
Pidan cosas razonables

Tweet 4:
Vengo a quemar a un didi, que se robó mi comida y no entregó nada, please please háganlo viral

 que poca madre y 0 seguridad para los usuarios

Tweet 5:
Que lamentable que todas las personas a las que les pregunto por ti respondan exactamente lo mismo: que eres un flojo, {{PERSON}}, huevón, irresponsable 
No te da pena?

Tweet 6:
A ver cabroncito, estuviste de guardia y no hiciste indicas, te quedaste afuera de la sesión y seguiste sin hacerlas, ni imprimir la progras. Pero bueno una es la perra malnacida

Tweet 7:
Nos vi, en esa cama 4. Y tengo muchos perdón que ya no te puedo decir

Tweet 8:
En esta casa todos somos acumuladores, una acumula babosos, otra cumula zapatos y luego estoy yo que acumulo plantas muertas porque creo que las puedo revivir

Tweet 9:
Dios, yo también soy tu hija

Tweet 10:
Por un {{NUMBER}} donde los {{LOCATION}} no perdamos a ni uno más. Ya este año enterramos a 12 y despedimos a 7

Tweet 11:
Que terapéutico es tener las manos con gelish bonito

Tweet 12:
Ya sólo falta el internado, el servicio, el ENARM, la residencia y a {{PERSON}} la carrera porque no quiero hacer esto nunca más

Tweet 13:
Pero compaltan

Tweet 14:
Ahuevito tengo tez de dictador, hora de seguir mi destino

Tweet 15:
Así son las post relaciones bonitas, como le tengo cariño al {{PERSON}} 16:
Es que gine 🥰

Tweet 17:
Y uno se va a dormir sabiendo que no es lo suficientemente bonita, ni inteligente, ni divertida, ni sociable, ni asombrosa. Uno se va dormir sabiendo que nadie la va querer de forma romántica. Lo sabe. Pero aún así, espera equivocarse.

Tweet 18:
Mi hermano manejando mi bumble

Tweet 19:
Verdaderamente como concejal y persona funcional no vales verga

Tweet 20:
El meme que llegó a mi mente mientras el Robin me hacía piojito",control
